Timing info

         851863 function calls (849405 primitive calls) in 22.520 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:316(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:179(GraphicsContextMac)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:446(_getmp)
        1    0.000    0.000    0.000    0.000 interpolate.py:537(_PPolyBase)
        1    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:241(LinearTriInterpolator)
        4    0.000    0.000    0.000    0.000 forking.py:63(register)
        1    0.000    0.000    0.000    0.000 pydoc.py:350(Doc)
        5    0.000    0.000    0.000    0.000 six.py:177(_get_module)
        1    0.000    0.000    0.000    0.000 __init__.py:17(register)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 cbook.py:350(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:131(Value)
        1    0.000    0.000    0.000    0.000 six.py:326(Module_six_moves_urllib)
        3    0.000    0.000    0.000    0.000 __init__.py:103(_update_doc)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
       25    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 legend_handler.py:219(__init__)
        7    0.000    0.000    0.000    0.000 rrule.py:56(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        2    0.000    0.000    0.000    0.000 decorators.py:85(set_test)
        1    0.000    0.000    0.000    0.000 cross_validation.py:466(LeaveOneLabelOut)
        1    0.000    0.000    0.000    0.000 colors.py:669(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 nosetester.py:129(NoseTester)
        1    0.000    0.000    0.000    0.000 data.py:276(StandardScaler)
        1    0.000    0.000    0.000    0.000 widgets.py:1084(SpanSelector)
       11    0.000    0.000    0.000    0.000 metaestimators.py:43(if_delegate_has_method)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 interpolate.py:698(PPoly)
        1    0.000    0.000    0.000    0.000 passive_aggressive.py:9(PassiveAggressiveClassifier)
        1    0.000    0.000    0.000    0.000 six.py:137(MovedAttribute)
        1    0.000    0.000    0.000    0.000 orthogonal.py:112(orthopoly1d)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 widgets.py:26(LockDraw)
       16    0.000    0.000    0.000    0.000 pyparsing.py:261(__getitem__)
        1    0.000    0.000    0.000    0.000 dates.py:987(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:607(DateLocator)
        1    0.000    0.000    0.000    0.000 mathtext.py:1852(AutoWidthChar)
       24    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:2936(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:2349(State)
        1    0.000    0.000    0.000    0.000 parallel.py:192(Parallel)
        1    0.000    0.000    0.000    0.000 colorbar.py:854(Colorbar)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        8    0.000    0.000    0.000    0.000 six.py:73(_add_doc)
        1    0.000    0.000    0.000    0.000 ticker.py:1246(MaxNLocator)
        1    0.000    0.000    0.000    0.000 anneal.py:120(cauchy_sa)
        1    0.000    0.000    0.000    0.000 collections.py:395(Counter)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 randomized_l1.py:60(BaseRandomizedLinearModel)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        4    0.000    0.000    0.000    0.000 pyparsing.py:259(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2417(BboxTransform)
        1    0.000    0.000    0.000    0.000 dviread.py:794(Encoding)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.000    0.000 geo.py:568(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 tz.py:507(tzrange)
        1    0.000    0.000    0.000    0.000 pydoc.py:406(HTMLRepr)
        1    0.000    0.000    0.000    0.000 units.py:121(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1736(_Style)
        1    0.000    0.000    0.000    0.000 threading.py:789(_set_ident)
        1    0.000    0.000    0.000    0.000 polar.py:85(PolarAffine)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:22(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:715(Lasso)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2589(logistic_gen)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1178(SmoothSphereBivariateSpline)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:273(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:640(LogFormatter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3205(lomax_gen)
        1    0.000    0.000    0.000    0.000 urllib2.py:944(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 units.py:75(ConversionInterface)
        1    0.000    0.000    0.000    0.000 nonlin.py:1182(DiagBroyden)
        1    0.000    0.000    0.000    0.000 mlab.py:1657(PCA)
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        3    0.000    0.000    0.000    0.000 __init__.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3012(t_gen)
        3    0.000    0.000    0.000    0.000 core.py:747(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:493(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:992(IndexLocator)
        1    0.000    0.000    0.000    0.000 FindEyes.py:244(MatchTracker)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:36(BasinHoppingRunner)
        3    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2223(invgamma_gen)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1728(MultiTaskElasticNetCV)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 legend_handler.py:44(HandlerBase)
        3    0.000    0.000    0.000    0.000 doccer.py:71(inherit_docstring_from)
        3    0.000    0.000    0.000    0.000 data.py:28(_get_dtype)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1269(ElasticNetCV)
        1    0.000    0.000    0.000    0.000 nonlin.py:1269(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2232(ParseExpression)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1534(DraggableBase)
        1    0.000    0.000    0.000    0.000 colors.py:243(ColorConverter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:748(chi2_gen)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2714(lognorm_gen)
        1    0.000    0.000    0.000    0.000 geo.py:474(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 utils.py:998(SafeEval)
        1    0.000    0.000    0.000    0.000 ticker.py:809(EngFormatter)
        1    0.000    0.000    0.000    0.000 httplib.py:369(HTTPResponse)
        1    0.000    0.000    0.000    0.000 dates.py:776(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:27(Show)
        1    0.000    0.000    0.000    0.000 urllib.py:860(ftpwrapper)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3251(pearson3_gen)
        1    0.000    0.000    0.000    0.000 tz.py:73(tzoffset)
        1    0.000    0.000    0.000    0.000 memory.py:142(MemorizedResult)
        1    0.000    0.000    0.000    0.000 nonlin.py:909(BroydenFirst)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 core.py:894(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1357(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 dviread.py:663(PsfontsMap)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1600(Keyword)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 __init__.py:1013(__init__)
        1    0.000    0.000    0.000    0.000 polyint.py:669(PiecewisePolynomial)
        1    0.000    0.000    0.000    0.000 mathtext.py:159(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 utils.py:1481(WarningMessage)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:281(JpegImageFile)
        1    0.000    0.000    0.000    0.000 sputils.py:82(downcast_intp_index)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2669(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 gridspec.py:382(SubplotSpec)
        1    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    0.000    0.000 decorator.py:81(FunctionMaker)
        1    0.000    0.000    0.000    0.000 blocking_input.py:123(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 ridge.py:513(RidgeClassifier)
        1    0.000    0.000    0.000    0.000 ticker.py:204(Formatter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3851(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 core.py:2473(MaskedIterator)
        1    0.000    0.000    0.000    0.000 ridge.py:367(_BaseRidge)
        1    0.000    0.000    0.000    0.000 forking.py:114(Popen)
        1    0.000    0.000    0.000    0.000 ransac.py:53(RANSACRegressor)
        1    0.000    0.000    0.000    0.000 pool.py:632(IMapIterator)
        7    0.000    0.000    0.000    0.000 misc.py:15(<genexpr>)
        1    0.000    0.000    0.000    0.000 rfc822.py:501(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2629(loggamma_gen)
        1    0.000    0.000    0.000    0.000 rrule.py:53(weekday)
        1    0.000    0.000    0.000    0.000 sputils.py:234(IndexMixin)
        1    0.000    0.000    0.000    0.000 case.py:1020(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2538(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 UserDict.py:39(keys)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3378(powerlaw_gen)
        2    0.000    0.000    0.000    0.000 __init__.py:277(set_level)
        1    0.000    0.000    0.000    0.000 patches.py:2070(Round4)
        1    0.000    0.000    0.000    0.000 polyint.py:21(_Interpolator1D)
        7    0.000    0.000    0.000    0.000 relativedelta.py:13(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:663(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _ode.py:1086(lsoda)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:133(nbinom_gen)
        1    0.000    0.000    0.000    0.000 classes.py:12(LinearSVC)
        1    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:967(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:249(Slider)
        1    0.000    0.000    0.000    0.000 offsetbox.py:657(TextArea)
        1    0.000    0.000    0.000    0.000 patches.py:2860(Bar)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2117(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 collections.py:977(LineCollection)
        1    0.000    0.000    0.000    0.000 cbook.py:543(Scheduler)
        1    0.000    0.000    0.000    0.000 relativedelta.py:41(relativedelta)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2900(Forward)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 interface.py:10(LinearOperator)
        1    0.000    0.000    0.000    0.000 transforms.py:2460(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 patches.py:3006(_Base)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:869(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2159(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 geo.py:413(MollweideTransform)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3558(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2762(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 random.py:655(WichmannHill)
        1    0.000    0.000    0.000    0.000 relativedelta.py:10(weekday)
        1    0.000    0.000    0.000    0.000 urllib2.py:1326(FileHandler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:823(dgamma_gen)
        1    0.000    0.000    0.000    0.000 offsetbox.py:143(OffsetBox)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:498(betaprime_gen)
        1    0.000    0.000    0.000    0.000 dates.py:656(RRuleLocator)
        4    0.000    0.000    0.000    0.000 core.py:2446(__get__)
        1    0.000    0.000    0.000    0.000 polar.py:119(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1005(exponpow_gen)
        1    0.000    0.000    0.000    0.000 imputation.py:64(Imputer)
        1    0.000    0.000    0.000    0.000 legend.py:53(DraggableLegend)
        1    0.000    0.000    0.000    0.000 urllib2.py:560(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 sputils.py:220(issequence)
        1    0.000    0.000    0.000    0.000 linear_assignment_.py:62(_HungarianState)
        1    0.000    0.000    0.000    0.000 geo.py:302(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 dates.py:1160(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        2    0.000    0.000    0.000    0.000 decorators.py:57(setastest)
        1    0.000    0.000    0.000    0.000 pool.py:71(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 pool.py:165(ArrayMemmapReducer)
        1    0.000    0.000    0.000    0.000 __init__.py:1347(is_interactive)
        2    0.000    0.000    0.000    0.000 rcsetup.py:89(validate_bool_maybe_none)
        1    0.000    0.000    0.000    0.000 data.py:627(Normalizer)
        1    0.000    0.000    0.000    0.000 _multivariate.py:268(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 geo.py:375(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:266(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
